##############################################################################################################################################################################################################
# PDG MC Codes and Data
# mass and width(gamma) are in GeV.
# not all the mass/width are correct, uncertainties dMass and dWidth are missing.
##########################################################################################################################################################################################################################################################
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
##############################################################################################################################################################################################################
# Quarks
##############################################################################################################################################################################################################
kaon0492plus                  K^{+}                                     321     1.000       0.497672       0.000000       0.000000       0.000000       0.0       0.5       0.5        10       100         0
kaon0492minus                 K^{-}                                    -321    -1.000       0.497672       0.000000       0.000000       0.000000       0.0       0.5      -0.5       100        10         0
#kaon0492zsh                   K_{s}^{0}                                 310     0.000       0.493677       0.000000       0.000000       0.000000       0.0       0.5      -0.5         1       100         0
#kaon0492zlo                   K_{l}^{0}                                 130     0.000       0.493677       0.000000       0.000000       0.000000       0.0       0.5       0.5         1       100         0
kaon0892zero                  K^{0}(892)                                313     0.000       0.896100       0.000000       0.050700       0.000000       1.0       0.5      -0.5         1       100         0
kaon0892zero_bar              #bar{K}^{+}(892)                         -313     0.000       0.896100       0.000000       0.050700       0.000000       1.0       0.5       0.5       100         1         0
kaon0892plus                  K^{+}(892)                                323     1.000       0.891660       0.000000       0.050800       0.000000       1.0       0.5       0.5        10       100         0
kaon0892minus                 K^{-}(892)                               -323    -1.000       0.891660       0.000000       0.050800       0.000000       1.0       0.5      -0.5       100        10         0
kaon1270zero                  K^{0}(1270)                             10313     0.000       1.273000       0.000000       0.090000       0.000000       1.0       0.5      -0.5         1       100         0
kaon1270zero_bar              #bar{K}^{0}(1270)                      -10313     0.000       1.273000       0.000000       0.090000       0.000000       1.0       0.5       0.5       100         1         0
kaon1270plus                  K^{+}(1270)                             10323     1.000       1.273000       0.000000       0.090000       0.000000       1.0       0.5       0.5        10       100         0
kaon1270minus                 K^{-}(1270)                            -10323    -1.000       1.273000       0.000000       0.090000       0.000000       1.0       0.5      -0.5       100        10         0
